Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2/1/2016,21.78774834,21.85101229,21.55502663,21.79678629,163774000
2/2/2016,21.34715843,21.69963,21.30196866,21.55954431,149428800
2/3/2016,21.76966858,21.88038048,21.25677729,21.46464502,183857200
2/4/2016,21.94458771,22.11042231,21.6242794,21.77648265,185886800
2/5/2016,21.35848808,22.01728036,21.28352342,21.92641216,185672400
2/8/2016,21.583395,21.74014093,21.13587039,21.15631483,216085600
2/9/2016,21.57884598,21.7946582,21.33804669,21.41982791,177324800
2/10/2016,21.41527939,21.88779262,21.37666097,21.79010961,169374400
2/11/2016,21.28579521,21.51750922,21.03363677,21.30624138,200298800
2/12/2016,21.35167503,21.46753204,21.12904975,21.39711,161405600
2/16/2016,21.95366859,22.001374,21.49251461,21.58565324,196231600
2/17/2016,22.28988647,22.31033091,21.84236199,21.96048945,179452800
2/18/2016,21.86735535,22.46481102,21.82873518,22.45345184,156084000
2/19/2016,21.81737709,21.98093954,21.76285685,21.80829009,141496800
2/22/2016,22.00819397,22.01273833,21.79011132,21.87870735,137123200
2/23/2016,21.51070595,21.92188267,21.47890232,21.89916604,127770400
2/24/2016,21.83100319,21.89461041,21.19947183,21.34940464,145022800
2/25/2016,21.98093796,21.98093796,21.63791127,21.8196477,110330800
2/26/2016,22.01501465,22.2671714,21.94004824,22.08089233,115964400
2/29/2016,21.96504021,22.31488177,21.95595321,22.00365864,140865200
3/1/2016,22.8373642,22.89188443,22.13086646,22.18311624,201628400
3/2/2016,22.88734245,22.91914607,22.635184,22.83282222,132678400
3/3/2016,23.05772209,23.10542752,22.81919324,22.84872641,147822800
3/4/2016,23.4007473,23.56885236,23.02818919,23.25535885,184220400
3/7/2016,23.14177513,23.35985781,22.9350499,23.2599026,143315600
3/8/2016,22.95094872,23.11678332,22.80783246,22.8941563,126247600
3/9/2016,22.97140312,23.07590099,22.77830747,23.01456419,108806800
3/10/2016,22.98275566,23.22582714,22.75104335,23.03727763,134054400
3/11/2016,23.23036766,23.23491029,23.05771825,23.2258233,109632800
3/14/2016,23.28943062,23.37802837,23.12132557,23.15085873,100304400
3/15/2016,23.75740242,23.89370386,23.59156781,23.61655661,160270800
3/16/2016,24.07316971,24.15040656,23.75967446,23.76421882,153214000
3/17/2016,24.03455544,24.18675872,23.84373198,23.97094646,137682800
3/18/2016,24.06181717,24.19357603,23.89598424,24.15722804,176820800
3/21/2016,24.05953979,24.45481452,23.88461818,24.06408243,142010800
3/22/2016,24.24354935,24.373036,23.90052263,23.90960963,129777600
3/23/2016,24.10951805,24.32305811,24.05726999,24.18902883,102814000
3/24/2016,24.00502014,24.13677897,23.82782807,23.9595869,104532000
3/28/2016,23.89598274,24.12315246,23.86644957,24.07998966,77645600
3/29/2016,24.46163368,24.48662249,23.82555782,23.82783,124760400
3/30/2016,24.88871384,25.08407993,24.67063111,24.68199029,182404400
3/31/2016,24.75922394,24.96594919,24.73423513,24.92505857,103553600
4/1/2016,24.98639297,24.98866516,24.57975903,24.71151787,103496000
4/4/2016,25.24309158,25.48616303,25.049996,25.08407179,149424800
4/5/2016,24.94550133,25.15449874,24.85690529,24.87735147,106314800
4/6/2016,25.20674706,25.21129142,24.80692794,25.04091416,105616400
4/7/2016,24.65699196,25.08407024,24.56158113,24.97730024,127207600
4/8/2016,24.68425751,24.93641425,24.57294312,24.74104993,94326800
4/11/2016,24.76603508,25.12723573,24.72287402,24.75467764,117630000
4/12/2016,25.08862495,25.10225458,24.68426312,24.83873687,108929200
4/13/2016,25.45209312,25.52024299,25.17040318,25.17040318,133029200
4/14/2016,25.4657135,25.5315929,25.29079366,25.35667306,101895600
4/15/2016,24.95458603,25.51115272,24.92732678,25.46798993,187756000
4/18/2016,24.41619682,24.75013478,24.29352499,24.73650516,243286000
4/19/2016,24.28671265,24.53432678,24.13223719,24.50706579,129539600
4/20/2016,24.33668709,24.55476977,24.0936156,24.22537443,122444000
4/21/2016,24.07316971,24.29125238,23.97094232,24.29125238,126210000
4/22/2016,24.00729179,24.18902823,23.76649249,23.85508852,134732400
4/25/2016,23.87098885,24.00047549,23.74150221,23.85281486,112126400
4/26/2016,23.70515442,23.92096664,23.60520094,23.60520094,224064800
4/27/2016,22.22173309,22.42391392,21.73559022,21.80828444,458408400
4/28/2016,21.54249954,22.23536597,21.41074072,22.17403093,328970800
4/29/2016,21.29488373,21.51751076,21.01546601,21.35167614,274126000
5/2/2016,21.27217484,21.37213008,20.99048484,21.34714127,192640400
5/3/2016,21.62200546,21.7492199,21.28125102,21.39937846,227325200
5/4/2016,21.39711189,21.78557182,21.31305849,21.62655201,164102000
5/5/2016,21.31026459,21.49996385,21.18227557,21.48396522,143562000
5/6/2016,21.19140816,21.35825066,20.99256667,21.33996777,174799600
5/9/2016,21.20741463,21.4313954,21.16170302,21.25541051,131745600
5/10/2016,21.35140991,21.38569319,21.05200619,21.33084099,134747200
5/11/2016,21.14341545,21.38568081,21.13198712,21.3651119,114876400
5/12/2016,20.64745903,21.20512842,20.44861921,21.19141581,305258800
5/13/2016,20.68859863,20.9514347,20.56975194,20.56975194,177571200
5/16/2016,21.45653343,21.57309583,20.94686173,21.11599029,245039200
5/17/2016,21.3673954,21.64394401,21.25769106,21.60966249,187667600
5/18/2016,21.61194992,21.76050957,21.45881998,21.52053021,168249600
5/19/2016,21.5296669,21.63023066,21.38567931,21.63023066,121768400
5/20/2016,21.76279068,21.81078654,21.60280273,21.63022968,128104000
5/23/2016,22.0393486,22.21304923,21.86564797,21.91135958,152074400
5/24/2016,22.37532043,22.41874428,22.13305327,22.21990445,140560800
5/25/2016,22.76842308,22.79584829,22.42330798,22.55129695,152675200
5/26/2016,22.94898796,23.02212479,22.54444852,22.78214365,225324800
5/27/2016,22.9352684,22.96269536,22.68386072,22.7272863,145364800
5/31/2016,22.82327652,22.94669521,22.58558146,22.76385232,169228800
6/1/2016,22.50330734,22.75014477,22.47359611,22.63129635,116693200
6/2/2016,22.33418274,22.36160796,22.08505925,22.30675577,160766400
6/3/2016,22.37988853,22.45988166,22.27246845,22.3501773,114019600
6/6/2016,22.54215431,23.28723667,22.2953187,22.39588071,93170000
6/7/2016,22.63358688,22.82557217,22.61758825,22.68386879,89638000
6/8/2016,22.61300659,22.75470816,22.5535824,22.63128948,83392400
6/9/2016,22.77528381,22.85299092,22.50330546,22.51244778,106405600
6/10/2016,22.58787155,22.70671823,22.50787843,22.51930502,126851600
6/13/2016,22.2473278,22.65415324,22.19247562,22.55587547,152082000
6/14/2016,22.27475166,22.50787645,22.11247941,22.24275442,127727600
6/15/2016,22.20161819,22.49188122,22.17647725,22.35703416,117780800
6/16/2016,22.29532623,22.3410361,21.95706732,22.04391676,125307200
6/17/2016,21.78793907,22.0896287,21.78108277,22.0827724,244032800
6/20/2016,21.73536491,22.07133772,21.71936629,21.94106273,137647600
6/21/2016,21.92049789,22.02105993,21.63937721,21.69880142,142185600
6/22/2016,21.8382225,22.14448244,21.79251089,21.99820878,116876400
6/23/2016,21.96391487,22.00734044,21.76964542,21.92734734,128960800
6/24/2016,21.34683228,21.6348093,21.17541767,21.23484189,301245600
6/27/2016,21.03599358,21.26683232,20.91257489,21.25540399,181958400
6/28/2016,21.39025497,21.40625534,21.05885412,21.23255473,161779600
6/29/2016,21.57538033,21.60966359,21.39939373,21.47710257,146124000
6/30/2016,21.84964561,21.88849917,21.55252804,21.58452529,143345600
7/1/2016,21.91592026,22.04848125,21.78793129,21.82449882,104106000
7/5/2016,21.71022606,21.80393353,21.58909338,21.80164751,110820800
7/6/2016,21.83364677,21.86335975,21.56852646,21.62109262,123796400
7/7/2016,21.92735291,22.0553419,21.85421609,21.87249899,100558400
7/8/2016,22.09648705,22.14448293,21.95249939,22.05306145,115648400
7/11/2016,22.1650486,22.31817854,22.10791041,22.11248069,95179600
7/12/2016,22.26561356,22.32960806,22.19704876,22.20847536,96670000
7/13/2016,22.13990974,22.32275093,22.1330517,22.26332846,103568800
7/14/2016,22.57872963,22.62443949,22.24275676,22.25875538,155676000
7/15/2016,22.57644463,22.69529305,22.51245012,22.60844188,120548000
7/18/2016,22.81643105,22.88499585,22.53531028,22.55816521,145975600
7/19/2016,22.82556725,22.85527848,22.7044328,22.7547147,95119600
7/20/2016,22.84613037,22.96040673,22.79584849,22.85527269,105104000
7/21/2016,22.72500801,23.08383589,22.65644146,22.81642949,130808000
7/22/2016,22.54901886,22.6952925,22.46902399,22.68615018,113254800
7/25/2016,22.2473278,22.59015699,22.15133605,22.45531168,161531600
7/26/2016,22.09419632,22.39131562,22.03705813,22.12847958,224959200
7/27/2016,23.52950478,23.84947897,23.48379492,23.83119433,369379200
7/28/2016,23.84719658,23.87233752,23.49979712,23.50208313,159479200
7/29/2016,23.8174839,23.89519275,23.69635121,23.81291361,110934800
8/1/2016,24.23802185,24.26087678,23.86319545,23.86319545,152671600
8/2/2016,23.87919807,24.2425962,23.76949196,24.23802591,135266400
8/3/2016,24.1785965,24.19002309,23.94547171,23.95461403,120810400
8/4/2016,24.32796478,24.35783697,24.19238723,24.26132521,109634800
8/5/2016,24.69792747,24.73699151,24.39919859,24.41987893,162213600
8/8/2016,24.90244102,24.90244102,24.62439424,24.70711735,112148800
8/9/2016,25.00354385,25.03341779,24.81971221,24.87026648,105260800
8/10/2016,24.81741905,25.02423123,24.76226972,24.98057039,96034000
8/11/2016,24.80133629,25.03112723,24.78295259,24.9369121,109938000
8/12/2016,24.85877991,24.91852603,24.7668632,24.7668632,74641600
8/15/2016,25.15751076,25.17129765,24.83580312,24.84959001,103472800
8/16/2016,25.13452911,25.32985279,25.09546508,25.19197684,135177600
8/17/2016,25.09775734,25.13222632,24.89554027,25.07018181,101424000
8/18/2016,25.06559563,25.18508614,25.05180698,25.10006462,87938800
8/19/2016,25.12993431,25.20576573,24.9001434,24.99435676,101472400
8/22/2016,24.93460655,25.07018232,24.78294374,25.015033,103280800
8/23/2016,25.01274109,25.1207431,24.93920807,24.95299496,85030800
8/24/2016,24.8243103,24.98976003,24.74388384,24.9483976,94700400
8/25/2016,24.71860886,24.78984348,24.51409508,24.67724642,100344800
8/26/2016,24.57383537,24.80592288,24.42906601,24.68183736,111065200
8/29/2016,24.54626656,24.68873756,24.42447765,24.50030907,99881200
8/30/2016,24.35783577,24.47273122,24.24294032,24.31187829,99455600
8/31/2016,24.38081169,24.48881368,24.2751081,24.2797049,118649600
9/1/2016,24.52558327,24.54166856,24.27051523,24.39000573,106806000
9/2/2016,24.755373,24.81741577,24.54626245,24.7484778,107210000
9/6/2016,24.74847412,24.88635004,24.70481505,24.79443334,107521600
9/7/2016,24.90014267,24.99205938,24.60371219,24.77835377,169457200
9/8/2016,24.24753571,24.64966979,24.18319453,24.64507475,212008000
9/9/2016,23.69832993,24.29348914,23.69832993,24.0453146,186228000
9/12/2016,24.22915459,24.29349576,23.56046218,23.58803772,181171200
9/13/2016,24.805933,24.99895831,24.64278163,24.70482617,248704800
9/14/2016,25.68373108,25.97326814,24.95529426,24.98516821,443554800
9/15/2016,26.55693245,26.59369983,26.07896699,26.16399025,359934400
9/16/2016,26.4075737,26.68562052,26.20535831,26.45353294,319547600
9/19/2016,26.09964752,26.69710344,26.02381611,26.46961096,188092000
9/20/2016,26.09735298,26.22373868,25.85377518,25.97786248,138057200
9/21/2016,26.09275246,26.19385924,25.83768447,26.16168866,144012800
9/22/2016,26.33863449,26.41216751,26.1961635,26.27658996,124296000
9/23/2016,25.89972878,26.37769421,25.63317228,26.29267095,209924800
9/26/2016,25.93879128,26.0559851,25.63317077,25.6538511,119477600
9/27/2016,25.9870491,26.00773119,25.81470595,25.96636877,98429600
9/28/2016,26.18467522,26.34323152,26.06518471,26.12493084,118564400
9/29/2016,25.77793503,26.1501968,25.69061515,26.00313081,143548000
9/30/2016,25.97786331,26.05139633,25.69062467,25.84228576,145516400
10/3/2016,25.85606766,25.97785829,25.80091834,25.89972848,86807200
10/4/2016,25.96637154,26.26739705,25.88134827,25.98015843,118947200
10/5/2016,25.97786331,26.11803591,25.89513844,26.05828978,85812400
10/6/2016,26.17088318,26.27428837,25.99624162,26.12722235,115117200
10/7/2016,26.20994568,26.32484111,26.08356175,26.2673934,97433600
10/10/2016,26.66723633,26.82808927,26.36161399,26.43055021,144944000
10/11/2016,26.72467995,27.27388001,26.70169946,27.04638578,256164000
10/12/2016,26.9636631,27.11073089,26.82808731,26.9659615,150347200
10/13/2016,26.88093567,26.98663925,26.59139869,26.83727484,140769600
10/14/2016,27.03029823,27.15438551,26.9154028,27.08774595,142608800
10/17/2016,27.01192284,27.07856066,26.83498285,26.96136855,94499600
10/18/2016,26.99353409,27.16357884,26.98893729,27.1566854,98214000
10/19/2016,26.91310692,27.06017293,26.15020131,26.9429791,80138400
10/20/2016,26.8993206,26.97285362,26.73157424,26.85336313,96503200
10/21/2016,26.79361153,26.86484788,26.72007853,26.84186739,92770800
10/24/2016,27.03489685,27.05557719,26.88553243,26.90851117,94154800
10/25/2016,27.17276955,27.19804668,26.95676557,27.10383159,192516000
10/26/2016,26.56152344,26.58680057,26.03760058,26.26739143,264536800
10/27/2016,26.30646515,26.62357599,26.21914348,26.51557397,138248000
10/28/2016,26.13182068,26.47420862,26.06977616,26.16628966,151446800
10/31/2016,26.09045982,26.24901611,26.01233,26.11573696,105677600
11/1/2016,25.61938286,26.14330575,25.39878384,26.07207114,175303200
11/2/2016,25.64237022,25.81701183,25.5596471,25.59871114,113326800
11/3/2016,25.36751556,25.74399722,25.30284404,25.63313225,107730400
11/4/2016,25.13885117,25.46452071,24.97024353,25.06725081,123348000
11/7/2016,25.50147438,25.5245711,25.28205117,25.42525363,130240000
11/8/2016,25.65160179,25.80404328,25.33748154,25.47837379,97016800
11/9/2016,25.61002922,25.71165689,24.95638351,25.37905853,236705600
11/10/2016,24.89632988,25.65853207,24.44362756,25.65853207,228538000
11/11/2016,25.04415131,25.14577897,24.60992706,24.74158027,136575600
11/14/2016,24.41590881,24.90094686,24.03942726,24.87785014,204702000
11/15/2016,24.73927307,24.87092631,24.5198516,24.61454868,129058000
11/16/2016,25.40446091,25.45989513,24.62147056,24.64456727,235362000
11/17/2016,25.39522934,25.48761798,25.13654327,25.36289358,110528000
11/18/2016,25.42063713,25.53150385,25.32825025,25.34210793,113715600
11/21/2016,25.80635834,25.86640945,25.40908843,25.43449535,117058400
11/22/2016,25.82252312,25.96572381,25.73013449,25.85716731,103862000
11/23/2016,25.69087029,25.7555418,25.48299631,25.72089584,109705600
11/25/2016,25.82021141,25.83868949,25.62619513,25.66776992,45903600
11/28/2016,25.76939964,25.97727362,25.72782485,25.73706389,108776000
11/29/2016,25.74399185,25.87564507,25.42294275,25.58693172,114115200
11/30/2016,25.52688408,25.91491497,25.4691414,25.77633289,144649200
12/1/2016,25.28897667,25.62388518,25.18273038,25.49223197,148347600
12/2/2016,25.38368225,25.42756549,25.14116229,25.21507285,106112000
12/5/2016,25.20120811,25.41370069,25.00257321,25.40677186,137298000
12/6/2016,25.39522934,25.48992818,25.21969287,25.29129322,104782000
12/7/2016,25.64467621,25.68163237,25.21276213,25.23585885,119994800
12/8/2016,25.89643288,25.96803322,25.54535646,25.60540933,108273200
12/9/2016,26.31911087,26.4923389,25.94031906,25.94031906,137610400
12/12/2016,26.16897774,26.56162717,25.9818903,26.16666754,105497600
12/13/2016,26.60551453,26.77412214,26.27291617,26.29370268,174935200
12/14/2016,26.60551453,26.83879366,26.55701089,26.57086857,136127200
12/15/2016,26.75102615,26.96121033,26.61475429,26.64939848,186098000
12/16/2016,26.78567123,26.90808542,26.71176068,26.90115658,177404400
12/19/2016,26.94042397,27.1113418,26.73486017,26.74640941,111117600
12/20/2016,27.01202011,27.13905469,26.9496588,26.96351648,85700000
12/21/2016,27.0374279,27.11595885,26.97275639,26.97737679,95132800
12/22/2016,26.85958481,26.91039865,26.70945349,26.87344249,104343600
12/23/2016,26.91270638,26.91270638,26.69790354,26.69790354,56998000
12/27/2016,27.08362389,27.20834827,26.90577547,26.9127043,73187600
12/28/2016,26.96814156,27.25916339,26.83879676,27.14367803,83623600
12/29/2016,26.96120644,27.04897465,26.88498569,26.89653317,60158000
12/30/2016,26.75102615,27.06976508,26.66094772,26.94273226,122345200
1/3/2017,26.82724571,26.86882051,26.5061966,26.74640632,115127600
1/4/2017,26.79721451,26.9103914,26.73485321,26.75794992,84472400
1/5/2017,26.93349648,26.99123916,26.74871919,26.77412611,88774400
1/6/2017,27.23375511,27.29149778,26.90115675,26.9727571,127007600
1/9/2017,27.48320389,27.58483156,27.2406857,27.24299414,134247600
1/10/2017,27.51091957,27.57328088,27.32383387,27.43238862,97848400
1/11/2017,27.658741,27.70031579,27.39312434,27.4254601,110354400
1/12/2017,27.54325104,27.55480028,27.30304134,27.46241166,108344800
1/13/2017,27.49475098,27.6287144,27.44162694,27.51091885,104447600
1/17/2017,27.71648026,27.77191272,27.30535275,27.3330681,137759200
1/18/2017,27.71417236,27.83196791,27.64950085,27.71648256,94852000
1/19/2017,27.66566849,27.73726884,27.57097142,27.57790026,102389200
1/20/2017,27.71648026,27.82041635,27.65411895,27.82041635,130391600
1/23/2017,27.73496056,27.90356817,27.66335844,27.71648248,88200800
1/24/2017,27.70955467,27.73958023,27.60099816,27.6125474,92844000
1/25/2017,28.15070343,28.20151726,27.78115073,27.81348648,129510400
1/26/2017,28.16456604,28.28005138,28.08603509,28.10220297,105350400
1/27/2017,28.16687393,28.25926256,28.08603455,28.21075893,82251600
1/30/2017,28.09296417,28.09296417,27.86892409,27.9312854,121510000
1/31/2017,28.02828979,28.03752883,27.8596822,27.98209637,196804000
2/1/2017,29.73748016,30.13937048,29.3355916,29.34021024,447940000
2/2/2017,29.68666458,29.88529953,29.51343655,29.55963175,134841600
2/3/2017,29.81369781,29.83910473,29.6012052,29.63584939,98029200
2/6/2017,30.09317017,30.14167556,29.77212104,29.82524684,107383600
2/7/2017,30.37957382,30.50891684,30.13012506,30.15091158,152735200
2/8/2017,30.49736977,30.53894633,30.30797562,30.33800294,92016400
2/9/2017,30.71774673,30.72470561,30.41618228,30.53912722,113399600
